(1.5575e+06,6.9395e+06)
(1.5575e+06,6.6515e+06)
(1.5575e+06,6.0515e+06)
(1.5575e+06,5.1015e+06)
(1.5575e+06,5.0265e+06)
(1.5575e+06,4.6265e+06)
(1.5575e+06,4.5515e+06)
(1.5575e+06,3.8015e+06)
(1.5575e+06,3.4265e+06)
(1.5575e+06,3.0515e+06)
(1.5575e+06,2.9765e+06)
(1.5575e+06,2.789e+06)
(1.5575e+06,2.6015e+06)
(1.5575e+06,2.414e+06)
(1.5575e+06,2.2265e+06)
(1.5575e+06,2.039e+06)
(1.5575e+06,1.8515e+06)
(1.5575e+06,1.75775e+06)
(1.5575e+06,1.664e+06)
(1.5575e+06,1.57025e+06)
(1.5575e+06,1.4765e+06)
(1.5575e+06,1.4015e+06)
(1.5575e+06,1.338e+06)
(1.5575e+06,1.2745e+06)
(1.5575e+06,1.2505e+06)
(1.5575e+06,1.2355e+06)
(1.5575e+06,1.2145e+06)
(1.5575e+06,1.151e+06)
(1.5575e+06,1.0875e+06)
(1.5575e+06,1.0635e+06)
(1.5575e+06,1.0485e+06)
(1.5575e+06,1.0275e+06)
(1.5575e+06,964000)
(1.5575e+06,900500)
(1.5575e+06,876500)
(1.5575e+06,861500)
(1.5575e+06,840500)
(1.5575e+06,777000)
(1.5575e+06,713500)
(1.5575e+06,689500)
(1.5575e+06,674500)
(1.5575e+06,653500)
(1.5575e+06,590000)
(1.5575e+06,526500)
(1.5575e+06,502500)
(1.5575e+06,487500)
(1.5575e+06,466500)
(1.5575e+06,406500)
(1.5575e+06,395500)
(1.5575e+06,370500)
(1.5575e+06,276500)
(1.5575e+06,266500)
(1.5575e+06,200125)
(1.5575e+06,133750)
(1.5575e+06,67375)
(1.5575e+06,1000)
(1.43221e+06,406500)
(1.405e+06,1.4765e+06)
(1.405e+06,1.4015e+06)
(1.405e+06,1.2745e+06)
(1.405e+06,1.2505e+06)
(1.405e+06,1.2355e+06)
(1.405e+06,1.2145e+06)
(1.405e+06,1.0875e+06)
(1.405e+06,1.0635e+06)
(1.405e+06,1.0485e+06)
(1.405e+06,1.0275e+06)
(1.405e+06,900500)
(1.405e+06,840500)
(1.405e+06,526500)
(1.405e+06,502500)
(1.405e+06,487500)
(1.405e+06,276500)
(1.405e+06,266500)
(1.30979e+06,466500)
(1.30693e+06,406500)
(1.3064e+06,395500)
(1.30521e+06,370500)
(1.2525e+06,2.9765e+06)
(1.2525e+06,1.4765e+06)
(1.2525e+06,1.4015e+06)
(1.2525e+06,1.2745e+06)
(1.2525e+06,1.2505e+06)
(1.2525e+06,1.2355e+06)
(1.2525e+06,1.2145e+06)
(1.2525e+06,1.0875e+06)
(1.2525e+06,1.0635e+06)
(1.2525e+06,1.0485e+06)
(1.2525e+06,1.0275e+06)
(1.2525e+06,900500)
(1.2525e+06,876500)
(1.2525e+06,861500)
(1.2525e+06,840500)
(1.2525e+06,713500)
(1.2525e+06,689500)
(1.2525e+06,674500)
(1.2525e+06,653500)
(1.2525e+06,526500)
(1.2525e+06,502500)
(1.2525e+06,487500)
(1.2525e+06,276500)
(1.2525e+06,266500)
(1.2525e+06,1000)
(1.18594e+06,466500)
(1.18164e+06,406500)
(1.18085e+06,395500)
(1.17906e+06,370500)
(1.17625e+06,1.0875e+06)
(1.17625e+06,1.0485e+06)
(1.17625e+06,1.0275e+06)
(1.17625e+06,900500)
(1.17625e+06,526500)
(1.17625e+06,502500)
(1.17625e+06,487500)
(1.12401e+06,466500)
(1.119e+06,406500)
(1.11808e+06,395500)
(1.11599e+06,370500)
(1.1e+06,1.4765e+06)
(1.1e+06,1.4015e+06)
(1.1e+06,1.2745e+06)
(1.1e+06,1.2505e+06)
(1.1e+06,1.2355e+06)
(1.1e+06,1.2145e+06)
(1.1e+06,1.0875e+06)
(1.1e+06,1.0635e+06)
(1.1e+06,1.0485e+06)
(1.1e+06,1.0275e+06)
(1.1e+06,900500)
(1.1e+06,876500)
(1.1e+06,861500)
(1.1e+06,840500)
(1.1e+06,713500)
(1.1e+06,689500)
(1.1e+06,674500)
(1.1e+06,653500)
(1.1e+06,526500)
(1.1e+06,502500)
(1.1e+06,487500)
(1.1e+06,276500)
(1.1e+06,266500)
(1.06208e+06,466500)
(1.05636e+06,406500)
(1.0553e+06,395500)
(1.05292e+06,370500)
(1.02375e+06,1.2745e+06)
(1.02375e+06,1.2505e+06)
(1.02375e+06,1.2355e+06)
(1.02375e+06,1.2145e+06)
(1.02375e+06,1.0875e+06)
(1.02375e+06,1.0635e+06)
(1.02375e+06,1.0485e+06)
(1.02375e+06,1.0275e+06)
(1.02375e+06,900500)
(1.02375e+06,876500)
(1.02375e+06,861500)
(1.02375e+06,840500)
(1.02375e+06,713500)
(1.02375e+06,689500)
(1.02375e+06,674500)
(1.02375e+06,653500)
(1.02375e+06,526500)
(1.02375e+06,502500)
(1.02375e+06,487500)
(1.01708e+06,370500)
(1.01469e+06,395500)
(1.01364e+06,406500)
(1.00792e+06,466500)
(985625,487500)
(977710,466500)
(947500,6.9395e+06)
(947500,6.6515e+06)
(947500,6.0515e+06)
(947500,5.1015e+06)
(947500,5.0265e+06)
(947500,4.6265e+06)
(947500,4.5515e+06)
(947500,3.0515e+06)
(947500,2.9765e+06)
(947500,1.4765e+06)
(947500,1.4015e+06)
(947500,1.2745e+06)
(947500,1.2505e+06)
(947500,1.2355e+06)
